time,state_true,state_pred
960,2.309375,2.309375
965,2.30825,2.30825
970,2.30725,2.30725
975,2.305625,2.305625
980,2.30425,2.30425
985,2.302625,2.302625
990,2.30175,2.30175
995,2.3005,2.3005
1000,2.2995,2.292900437235832
1005,2.298875,2.3052864325046536
1010,2.29725,2.2943841243982313
1015,2.296375,2.3028134586811064
1020,2.2955,2.3137530410885807
1025,2.2945,2.307574188262224
1030,2.294625,2.2894531107544895
1035,2.2915,2.2980001565515993
1040,2.290375,2.2980455656349656
1045,2.289125,2.3036367107927798
1050,2.289125,2.2846599634587763
1055,2.34225,2.297008805841207
1060,2.32475,2.2901743745505807
1065,2.314375,2.2958993793725964
1070,2.30975,2.2969932647645472
1075,2.305,2.2899351269602772
1080,2.300875,2.2745080586671826
1085,2.29875,2.283056136488914
1090,2.295125,2.287205786079168
1095,2.293,2.287188120245933
1100,2.290875,2.271103652268648
1105,2.288125,2.27627798089385
1110,2.2855,2.2782927964925763
1115,2.283625,2.277378969043493
1120,2.281,2.277994966328144
1125,2.280125,2.2738714208900928
1130,2.278,2.260176089912653
1135,2.276125,2.2651017006039615
1140,2.27475,2.272655028104782
1145,2.273125,2.2650361973941324
1150,2.2715,2.2594431703090665
1155,2.270375,2.2658539251387118
1160,2.269,2.2663654451072213
1165,2.26625,2.26695363843441
1170,2.2655,2.2639639238119122
1175,2.264125,2.2624040489494797
1180,2.262,2.248156827628612
1185,2.261125,2.251543203949928
1190,2.25975,2.26524733749032
1195,2.2575,2.2566350920200344
1200,2.257375,2.24935136577487
1205,2.255125,2.2573993366062637
1210,2.25525,2.2559883768260476
1215,2.2541250000000006,2.259729708909988
1220,2.25275,2.2516403963863847
1225,2.25275,2.253777537256479
1230,2.295125,2.241664178609848
1235,2.279625,2.2409251275658604
1240,2.27375,2.2566664777100085
1245,2.267625,2.2517756523191927
1250,2.2635,2.235328943699598
1255,2.261375,2.2453267732858655
1260,2.25925,2.243444178253412
1265,2.25675,2.251088323920965
1270,2.255375,2.2380811712443824
1275,2.251125,2.240603500127792
1280,2.250375,2.229298095345497
1285,2.248375,2.2266064537167547
1290,2.245125,2.241893652319908
1295,2.24175,2.238540665030479
1300,2.237125,2.22566749343276
1305,2.2355,2.233269265383482
1310,2.23125,2.2318556344807146
1315,2.229,2.240674406290054
1320,2.226,2.2267212512791152
1325,2.223125,2.228847100585699
1330,2.222,2.217325395584106
1335,2.218875,2.216180637449026
1340,2.218125,2.228220661640167
1345,2.21525,2.225454774945974
1350,2.214,2.2155977863669394
1355,2.21275,2.2195672565996643
1360,2.21125,2.2188343369960783
1365,2.20975,2.2268677380681035
1370,2.208,2.215633907228708
1375,2.2065,2.2157811225056645
1380,2.20525,2.2048934448659416
1385,2.203875,2.205709290683269
1390,2.202125,2.214056730777025
1395,2.202125,2.211510483205318
1400,2.215,2.201346679776907
1405,2.227875,2.2009614917635916
1410,2.2195,2.2045605258643626
1415,2.2135,2.2116307444274423
1420,2.209875,2.2013635564148424
1425,2.206875,2.2013444943130014
1430,2.203375,2.1914113180339334
1435,2.201125,2.193961754411459
1440,2.19825,2.197267875641584
1445,2.197,2.195992718160152
1450,2.1995,2.1854942959249017
1455,2.192875,2.1825405807495115
1460,2.19075,2.190508357197046
1465,2.188125,2.1964063172042367
1470,2.187125,2.187303556501865
1475,2.18575,2.1854877395331855
1480,2.183875,2.1763154992908236
1485,2.181125,2.180717691376805
1490,2.179375,2.181842385739088
1495,2.177375,2.1804415033757683
1500,2.17625,2.1686227574050423
1505,2.17375,2.1651356069147583
1510,2.171625,2.1746469279527663
1515,2.169375,2.18102347420156
1520,2.16675,2.17374278332293
1525,2.16625,2.1683459623306987
1530,2.16375,2.159692253753543
1535,2.163625,2.1669084127396343
1540,2.1617500000000005,2.1679282655417915
1545,2.154,2.1654980296790596
1550,2.15275,2.1520367254614827
1555,2.150875,2.1470605455636975
1560,2.150375,2.1578926759958263
1565,2.150375,2.1639067691266534
1570,2.1614375,2.1582189475446936
1575,2.1725,2.1509307289570567
1580,2.166375,2.144526226982474
1585,2.158875,2.1528884796649215
1590,2.157375,2.1521884330809113
1595,2.154625,2.149898673981428
1600,2.151875,2.1345979983508583
1605,2.149,2.1291010709702967
1610,2.148375,2.1395775171518325
1615,2.1455,2.149570884749293
1620,2.14325,2.140329225674271
1625,2.141625,2.1324223993867633
1630,2.139375,2.126316395357251
1635,2.13875,2.133999788314104
1640,2.136,2.1347285191118717
1645,2.134375,2.1314180876612663
1650,2.132875,2.117694345653057
1655,2.132,2.110291815161705
1660,2.129625,2.1209335674047467
1665,2.126875,2.1352948578000066
1670,2.125875,2.121903458073735
1675,2.12275,2.11330590377748
1680,2.1205,2.109516400426626
1685,2.12125,2.115933165282011
1690,2.12075,2.1156182763576505
1695,2.113625,2.1127669744491575
1700,2.111375,2.1012138534039257
1705,2.108625,2.0915129737257954
1710,2.107375,2.101760189026594
1715,2.10525,2.12088293749094
1720,2.103375,2.104174823105335
1725,2.101625,2.0939792393893
1730,2.101625,2.094447050079703
1735,2.1110625,2.0951694369614122
1740,2.1205,2.095864596605301
1745,2.1125,2.094588953465223
1750,2.113375,2.083858872056007
1755,2.1115,2.066464825540781
1760,2.10875,2.0808374074995517
1765,2.104875,2.098625353530049
1770,2.10225,2.0824545293748375
1775,2.098125,2.0710924542993303
1780,2.095,2.0764034958332775
1785,2.09275,2.070391254276037
1790,2.09075,2.0702501704394813
1795,2.087625,2.0736262872219084
1800,2.086625,2.0659150903075933
1805,2.0835000000000004,2.0420481550097462
1810,2.08125,2.06124575561285
1815,2.07875,2.0765733549445864
1820,2.076,2.061566806331277
1825,2.073875,2.0485914339423177
1830,2.071875,2.0591369954198595
1835,2.06925,2.0445891817510127
1840,2.06625,2.0468231508135792
1845,2.064625,2.052102867364883
1850,2.06175,2.0463063493072986
1855,2.059375,2.0239477787017823
1860,2.056625,2.04156972053647
1865,2.055,2.051988342985511
1870,2.05225,2.0404959292709823
1875,2.05075,2.0244745362102985
1880,2.0485,2.0377096752673385
1885,2.0485,2.0213501423746347
1890,2.0565625,2.024649919688702
1895,2.064625,2.0272185075581075
1900,2.05175,2.0236279421299694
1905,2.045875,2.0066693796515467
1910,2.04075,2.018255252301693
1915,2.03625,2.02159603741765
1920,2.032125,2.0135602991133927
1925,2.029375,1.9999691419154406
1930,2.025875,2.0090471947342157
1935,2.024625,1.9992393487393856
1940,2.020375,1.9994082668870687
1945,2.01825,1.9995516879558564
1950,2.015375,1.9982439306378366
1955,2.012625,1.986605788975954
1960,2.009875,1.9951821564137937
1965,2.0085,1.994834546238184
1970,2.009375,1.9884161726385354
1975,2.002,1.979558669552207
1980,2.003875,1.9799141716808082
1985,1.998,1.9770960159748794
1990,1.99625,1.9752146350890398
1995,1.992625,1.9711004082262515
2000,1.990625,1.9722918199449777
2005,1.988,1.9677307871282101
2010,1.986375,1.9711338579654694
2015,1.983875,1.9658160779178142
2020,1.981875,1.9630936576724052
2025,1.977375,1.9604607503861189
2030,1.976875,1.952930916622281
2035,1.9725,1.9544821710437537
2040,1.96925,1.9512971305847169
2045,1.96925,1.944861303627491
2050,1.97675,1.9488855622261763
2055,1.98425,1.944928324520588
2060,1.968625,1.9418110637962818
2065,1.962625,1.9412278181165457
2070,1.957625,1.9364717022925615
2075,1.951125,1.9377458884567023
2080,1.947625,1.9227571877986194
2085,1.942875,1.9263555541187525
2090,1.94025,1.9226493260487916
2095,1.937375,1.914846309296787
2100,1.933375,1.9250165780559183
2105,1.92775,1.9192491388097406
2110,1.92675,1.9114838668406011
2115,1.925625,1.915146218687296
2120,1.920125,1.9074614294618368
2125,1.918625,1.911337471112609
2130,1.915625,1.893029232904315
2135,1.91325,1.8982100116834044
2140,1.909625,1.8903836377859116
2145,1.907625,1.8831343933045865
2150,1.90775,1.894490412823856
2155,1.904375,1.8908232954517008
2160,1.901375,1.8819336174800994
2165,1.9,1.881604720339179
2170,1.895875,1.8755106149464846
2175,1.892625,1.8770675758570434
2180,1.8915,1.8661837834864856
2185,1.889,1.8657740848883988
2190,1.8885,1.852621492624283
2195,1.88475,1.8528639728799463
2200,1.8825,1.8644808517992497
2205,1.8825,1.8578635554537177
2210,1.903625,1.8528719710707666
2215,1.8795,1.8465962293446065
2220,1.866625,1.842677874684334
2225,1.85725,1.8367387247532607
2230,1.855875,1.8362783507108689
2235,1.853125,1.8349947700873017
2240,1.848625,1.81515356554091
2245,1.841625,1.8215108979195358
2250,1.836875,1.8310521021410824
2255,1.839625,1.82205925206095
2260,1.832125,1.8183014682903886
2265,1.82725,1.8117666428536177
2270,1.830875,1.808609800949693
2275,1.82525,1.7932743931375446
2280,1.826875,1.8010783887952566
2285,1.820375,1.8036446242555977
2290,1.81675,1.7811110192388298
2295,1.81775,1.7889636338800192
2300,1.81225,1.7990094526112081
2305,1.81075,1.7846775521524252
2310,1.808375,1.7818735184893013
2315,1.806,1.7770702103041114
2320,1.811,1.7836186645366252
2325,1.802125,1.7513169768266381
2330,1.80225,1.7587330298759045
2335,1.8035,1.7625642467513682
2340,1.79825,1.7482397753521801
2345,1.789875,1.7489855193793775
2350,1.7867499999999998,1.7684459675475956
2355,1.783625,1.756825514484197
2360,1.783625,1.7476818901598454
2365,1.791375,1.7281937215067447
2370,1.766625,1.7451895431093873
2375,1.756,1.72032599074021
2380,1.7505,1.7307638650014998
2385,1.743375,1.725729675455019
2390,1.738625,1.7122263200283052
2395,1.73525,1.719447001710534
2400,1.731,1.7264315508473667
2405,1.7285,1.722072578586638
2410,1.723625,1.7055057756900789
2415,1.721125,1.6813959124200046
2420,1.716875,1.695427152235061
2425,1.7148749999999997,1.6885515613742175
2430,1.712125,1.696220597047359
2435,1.7094999999999998,1.6947344777975233
2440,1.7072499999999995,1.6731148785576226
2445,1.7046249999999998,1.6862746798172594
2450,1.70275,1.6747470217030496
2455,1.69925,1.686779127381742
2460,1.6945,1.6464248171411455
2465,1.692375,1.650276818688959
2470,1.690875,1.6344536730051042
2475,1.687375,1.6526926213838162
2480,1.684875,1.646310581121594
2485,1.682125,1.6828065648693593
2490,1.6785,1.646151687271893
2495,1.6771249999999998,1.6418166071400049
2500,1.672125,1.5967081464752557
