time,state_true,state_pred
960,2.309375,2.309375
965,2.30825,2.30825
970,2.30725,2.30725
975,2.305625,2.305625
980,2.30425,2.30425
985,2.302625,2.302625
990,2.30175,2.30175
995,2.3005,2.3005
1000,2.2995,2.320915959745645
1005,2.298875,2.3168004883825777
1010,2.29725,2.322695837974548
1015,2.296375,2.305337790906429
1020,2.2955,2.3048952344655986
1025,2.2945,2.3050263622999188
1030,2.294625,2.301874255567789
1035,2.2915,2.291634264439344
1040,2.290375,2.2978345469534394
1045,2.289125,2.3027679888904093
1050,2.289125,2.306681365549564
1055,2.34225,2.299746402919292
1060,2.32475,2.300919936329126
1065,2.314375,2.298519872009754
1070,2.30975,2.291685501426458
1075,2.305,2.2908984915912147
1080,2.300875,2.2884226645231243
1085,2.29875,2.2790516988337037
1090,2.295125,2.283793791264295
1095,2.293,2.2901051681935782
1100,2.290875,2.2922273750603197
1105,2.288125,2.2873594363331793
1110,2.2855,2.288020903408527
1115,2.283625,2.288457328408956
1120,2.281,2.2759922314882277
1125,2.280125,2.275713038474321
1130,2.278,2.2715897965729233
1135,2.276125,2.2649103510975834
1140,2.27475,2.2651273190975187
1145,2.273125,2.2770311767458913
1150,2.2715,2.2808544030189513
1155,2.270375,2.278060348123312
1160,2.269,2.278231178551912
1165,2.26625,2.2766523022949694
1170,2.2655,2.265983353167772
1175,2.264125,2.266238263249397
1180,2.262,2.262290708363056
1185,2.261125,2.2578539130985735
1190,2.25975,2.2546638642847534
1195,2.2575,2.2655670830011365
1200,2.257375,2.268124925673008
1205,2.255125,2.269620268642902
1210,2.25525,2.2683942840993403
1215,2.2541250000000006,2.2628266326785087
1220,2.25275,2.2600398626625533
1225,2.25275,2.2601332305371757
1230,2.295125,2.257851970463991
1235,2.279625,2.254862559378147
1240,2.27375,2.249293511688709
1245,2.267625,2.2571508007943626
1250,2.2635,2.256704662621021
1255,2.261375,2.2584561298191543
1260,2.25925,2.256501171648502
1265,2.25675,2.250195561915636
1270,2.255375,2.243878721326589
1275,2.251125,2.245537913382053
1280,2.250375,2.2415281941890712
1285,2.248375,2.2390215277969836
1290,2.245125,2.2350515719056125
1295,2.24175,2.2443153284490105
1300,2.237125,2.24450764927268
1305,2.2355,2.247893114984035
1310,2.23125,2.245416255891323
1315,2.229,2.2374344560503956
1320,2.226,2.230648347795009
1325,2.223125,2.2342659583389755
1330,2.222,2.2311706129610536
1335,2.218875,2.2279256847202777
1340,2.218125,2.2250545315146444
1345,2.21525,2.231636905968189
1350,2.214,2.231806825786829
1355,2.21275,2.2345959026813507
1360,2.21125,2.2309836343824863
1365,2.20975,2.2229173299372196
1370,2.208,2.2162331492900846
1375,2.2065,2.2208641473054884
1380,2.20525,2.2182998696565623
1385,2.203875,2.2161025071144103
1390,2.202125,2.2134113511443134
1395,2.202125,2.2190192515254017
1400,2.215,2.217907761007547
1405,2.227875,2.2185773628652092
1410,2.2195,2.215517713397741
1415,2.2135,2.2082225741744037
1420,2.209875,2.202260932177305
1425,2.206875,2.20840943133831
1430,2.203375,2.2043418580591676
1435,2.201125,2.202529562115669
1440,2.19825,2.1996779566705222
1445,2.197,2.2056582358181474
1450,2.1995,2.2048408116102216
1455,2.192875,2.2018040488064288
1460,2.19075,2.1992693356275557
1465,2.188125,2.195346731454134
1470,2.187125,2.1869852072596547
1475,2.18575,2.194999364107847
1480,2.183875,2.1870957553088664
1485,2.181125,2.1865616522133346
1490,2.179375,2.186318944305181
1495,2.177375,2.1892792765796183
1500,2.17625,2.189280065774917
1505,2.17375,2.186036230266094
1510,2.171625,2.1845655951797958
1515,2.169375,2.183527803361416
1520,2.16675,2.1722913621067996
1525,2.16625,2.182248457074165
1530,2.16375,2.1723032607436177
1535,2.163625,2.172356258243322
1540,2.1617500000000005,2.1714420665502545
1545,2.154,2.1714713881909846
1550,2.15275,2.1717670935988425
1555,2.150875,2.169594590708613
1560,2.150375,2.168089686334133
1565,2.150375,2.1683286910951134
1570,2.1614375,2.1559815485179423
1575,2.1725,2.169732274934649
1580,2.166375,2.1568802901953457
1585,2.158875,2.1603070975989103
1590,2.157375,2.1574044069349765
1595,2.154625,2.156182945087552
1600,2.151875,2.1563219041675326
1605,2.149,2.154371923997998
1610,2.148375,2.1518631024956703
1615,2.1455,2.155371743381023
1620,2.14325,2.1410287258923053
1625,2.141625,2.1553893788605927
1630,2.139375,2.1416141570359466
1635,2.13875,2.1423071919232606
1640,2.136,2.140913381963968
1645,2.134375,2.1386158826798196
1650,2.132875,2.1392547362744807
1655,2.132,2.1393270690590143
1660,2.129625,2.1347596619725224
1665,2.126875,2.1395922083258627
1670,2.125875,2.1229722106307745
1675,2.12275,2.14133581392467
1680,2.1205,2.126473809465766
1685,2.12125,2.125319611340761
1690,2.12075,2.1246884372234343
1695,2.113625,2.1217214878499506
1700,2.111375,2.1219172993451356
1705,2.108625,2.125854989290237
1710,2.107375,2.1175413631796833
1715,2.10525,2.121871192127466
1720,2.103375,2.106469438791275
1725,2.101625,2.124086736515164
1730,2.101625,2.108522712484002
1735,2.1110625,2.107243760794401
1740,2.1205,2.106869439393282
1745,2.1125,2.1034046899080274
1750,2.113375,2.102234465047717
1755,2.1115,2.104706042602658
1760,2.10875,2.095541997849941
1765,2.104875,2.0993804616630074
1770,2.10225,2.089076120764017
1775,2.098125,2.10062074278295
1780,2.095,2.0866408461928367
1785,2.09275,2.0876322879642246
1790,2.09075,2.0850613628625867
1795,2.087625,2.0800116967409847
1800,2.086625,2.083397344574332
1805,2.0835000000000004,2.0849121745973824
1810,2.08125,2.0747232079803943
1815,2.07875,2.077963279634714
1820,2.076,2.0707164027392864
1825,2.073875,2.0767683772444725
1830,2.071875,2.066127748087048
1835,2.06925,2.067031346350908
1840,2.06625,2.066030950248241
1845,2.064625,2.0581768786311145
1850,2.06175,2.0638697085678577
1855,2.059375,2.065606363177299
1860,2.056625,2.054707879632711
1865,2.055,2.0555821866095063
1870,2.05225,2.0490793387591837
1875,2.05075,2.0540812889188524
1880,2.0485,2.044192307576537
1885,2.0485,2.045762775868177
1890,2.0565625,2.044726198196411
1895,2.064625,2.0357388421297076
1900,2.05175,2.0421255872100588
1905,2.045875,2.0451178818941114
1910,2.04075,2.0330245566666125
1915,2.03625,2.0314916358590125
1920,2.032125,2.0256607270985842
1925,2.029375,2.0304210013747217
1930,2.025875,2.020680479809642
1935,2.024625,2.022190453246236
1940,2.020375,2.0223254967033863
1945,2.01825,2.0109891615360977
1950,2.015375,2.020662722915411
1955,2.012625,2.022689679980278
1960,2.009875,2.013897073030472
1965,2.0085,2.009515460729599
1970,2.009375,2.00272264431417
1975,2.002,2.007282129094005
1980,2.003875,1.9987705060243608
1985,1.998,1.9972958946079016
1990,1.99625,2.0009996792078018
1995,1.992625,1.9890240654945375
2000,1.990625,1.9963917196244
2005,1.988,1.9982679403871297
2010,1.986375,1.9924662925601007
2015,1.983875,1.9861537621915342
2020,1.981875,1.9788752871304751
2025,1.977375,1.9833993188291787
2030,1.976875,1.9769434280991556
2035,1.9725,1.971866625800729
2040,1.96925,1.9775950605869295
2045,1.96925,1.9638621517717838
2050,1.97675,1.9729188052564859
2055,1.98425,1.9707558637708427
2060,1.968625,1.9696153855025769
2065,1.962625,1.9606744098365307
2070,1.957625,1.9561699258983136
2075,1.951125,1.959171448096633
2080,1.947625,1.9542523330897092
2085,1.942875,1.9471232587695122
2090,1.94025,1.9517616934329272
2095,1.937375,1.9389625240713357
2100,1.933375,1.9476787611991166
2105,1.92775,1.941471193805337
2110,1.92675,1.943492535442114
2115,1.925625,1.9326875108331443
2120,1.920125,1.9328437411487103
2125,1.918625,1.9333561413735152
2130,1.915625,1.9288621294498445
2135,1.91325,1.9231535156071187
2140,1.909625,1.9227378980442882
2145,1.907625,1.9123504943400622
2150,1.90775,1.917297094590962
2155,1.904375,1.9132901224046945
2160,1.901375,1.9139252576753498
2165,1.9,1.902968221910298
2170,1.895875,1.904765932917595
2175,1.892625,1.9018129158765078
2180,1.8915,1.8964005386307836
2185,1.889,1.8987831647694111
2190,1.8885,1.8855205708220601
2195,1.88475,1.8844511049538852
2200,1.8825,1.879891680881381
2205,1.8825,1.8847246825397015
2210,1.903625,1.8791552857831122
2215,1.8795,1.8701757913157344
2220,1.866625,1.8671522778868677
2225,1.85725,1.8720214004069566
2230,1.855875,1.8594502781331539
2235,1.853125,1.8721718028187753
2240,1.848625,1.8461889742165805
2245,1.841625,1.8531297343969346
2250,1.836875,1.8490065228492023
2255,1.839625,1.8512708152234556
2260,1.832125,1.8421128563806415
2265,1.82725,1.835274676412344
2270,1.830875,1.8282085555940868
2275,1.82525,1.841975612282753
2280,1.826875,1.823841513052583
2285,1.820375,1.839748776331544
2290,1.81675,1.8176638136655092
2295,1.81775,1.8209398695901038
2300,1.81225,1.8185799935236575
2305,1.81075,1.817126523435116
2310,1.808375,1.811347155198455
2315,1.806,1.804550347276032
2320,1.811,1.800533570855856
2325,1.802125,1.8082218203991653
2330,1.80225,1.793351058907807
2335,1.8035,1.8087139443755151
2340,1.79825,1.7819542212970556
2345,1.789875,1.7827086388841273
2350,1.7867499999999998,1.7927743923850359
2355,1.783625,1.7814137894622983
2360,1.783625,1.7777423466928304
2365,1.791375,1.7707697682827712
2370,1.766625,1.769648207936436
2375,1.756,1.7732392134927215
2380,1.7505,1.7574992823824287
2385,1.743375,1.7672367989346387
2390,1.738625,1.749898026444018
2395,1.73525,1.7442759053707124
2400,1.731,1.7464899472519757
2405,1.7285,1.743537658698857
2410,1.723625,1.7369601104781032
2415,1.721125,1.7381506419405341
2420,1.716875,1.7358353478200734
2425,1.7148749999999997,1.7348668382428587
2430,1.712125,1.7235162596181037
2435,1.7094999999999998,1.7310564060397446
2440,1.7072499999999995,1.7148266881853342
2445,1.7046249999999998,1.7118767254818232
2450,1.70275,1.715831166855991
2455,1.69925,1.7230403824411333
2460,1.6945,1.7090558493286372
2465,1.692375,1.714802226925269
2470,1.690875,1.695217120047659
2475,1.687375,1.7072775722555817
2480,1.684875,1.6908607031861322
2485,1.682125,1.6904027820993217
2490,1.6785,1.679748869419098
2495,1.6771249999999998,1.6869792073611172
2500,1.672125,1.704510342411697
