efc,efc_actual,soh,capacity_ah,measurement_type,timestamp_s,temperature_c
0.0,0.0,97.77333333333333,2.9332,estimated,5700,25.01
1.0,0.9996,97.77333333333333,2.9332,estimated,28440,25.56
2.0,2.0001,97.73185886080361,2.9319557658241084,estimated,109590,25.0687
3.0,2.9986,97.68581454145635,2.9305744362436905,estimated,220410,26.8093
4.0,3.9984,97.63971027457265,2.929191308237179,estimated,229980,27.5147
5.0,5.001,97.5934768899181,2.927804306697543,estimated,240060,26.7013
6.0,6.0002,97.54740029112816,2.9264220087338444,estimated,249000,27.5287
7.0,7.001,97.50124991075485,2.9250374973226454,estimated,258450,27.6073
8.0,7.9985,97.45525170489717,2.923657551146915,estimated,268500,26.6187
9.0,9.0007,97.40903676563848,2.9222711029691544,estimated,277980,27.3813
10.0,9.9987,97.36301550303601,2.9208904650910803,estimated,288030,26.8713
11.0,10.9996,97.31686051131376,2.919505815339413,estimated,297480,26.4947
12.0,11.9994,97.27075624443006,2.9181226873329016,estimated,307530,25.9827
13.0,13.0013,97.22455513921821,2.9167366541765465,estimated,316440,27.5407
14.0,14.0001,97.17849698582408,2.9153549095747224,estimated,325860,27.5847
15.0,15.0006,97.13236043949766,2.91397081318493,estimated,335910,27.0667
16.0,16.0009,97.08623311586916,2.912586993476075,estimated,345330,27.4853
17.0,17.0014,97.04009656954274,2.9112028970862824,estimated,355350,26.6287
18.0,17.9997,96.9940614728934,2.9098218441868022,estimated,364740,27.0033
19.0,19.0,96.94793414926491,2.908438024477947,estimated,374760,26.556
20.0,20.0006,96.90179299158953,2.907053789747686,estimated,384150,26.4293
21.0,20.998,96.85579939708082,2.9056739819124244,estimated,394140,25.728
22.0,21.9995,96.80961673726482,2.9042885021179443,estimated,403050,27.5293
23.0,22.9997,96.76349402498526,2.902904820749558,estimated,412410,27.4113
24.0,23.9999,96.71737131270572,2.9015211393811717,estimated,422370,27.508
25.0,25.001,96.67120709828558,2.900136212948567,estimated,431730,27.9447
26.0,25.9979,96.62523656052163,2.898757096815649,estimated,441690,25.8633
27.0,26.9986,96.57909079149731,2.897372723744919,estimated,453030,27.4207
28.0,27.9994,96.53294041112402,2.8959882123337204,estimated,463020,27.1587
29.0,28.9986,96.48686381233405,2.8946059143700213,estimated,472350,27.516
30.0,29.9998,96.44069498656492,2.893220849596948,estimated,482340,26.876
31.0,31.0005,96.39454921754059,2.8918364765262177,estimated,491700,26.5347
32.0,32.0016,96.34838500312041,2.8904515500936125,estimated,501690,26.1933
33.0,32.9986,96.30240985400754,2.889072295620226,estimated,511680,25.61
34.0,34.0,96.2562318055405,2.887686954166215,estimated,520800,26.2393
35.0,34.9987,96.21017826349532,2.8863053479048597,estimated,530490,27.9053
36.0,36.0013,96.1639448788408,2.884918346365224,estimated,539820,27.5593
37.0,37.001,96.11784522330603,2.883535356699181,estimated,549780,26.8173
38.0,37.9982,96.07186085149525,2.8821558255448574,estimated,559080,27.338
39.0,39.0,96.02566435763237,2.880769930728971,estimated,569070,26.6853
40.0,40.0,95.97955086805074,2.879386526041522,estimated,619980,25.3313
41.0,41.0004,95.93886755075344,2.8781660265226034,estimated,650250,25.3933
42.0,42.0,95.9181047774193,2.877543143322579,estimated,749580,26.5153
43.0,43.0013,95.89730669324612,2.8769192007973836,estimated,759390,27.288
44.0,43.9986,95.87659169340003,2.876297750802001,estimated,768780,27.5953
45.0,44.9984,95.85582476584952,2.8756747429754856,estimated,781620,26.5
46.0,45.9995,95.83503083589271,2.8750509250767813,estimated,791040,27.354
47.0,46.9985,95.81428052520761,2.874428415756228,estimated,801030,27.0047
48.0,48.0014,95.79344920730361,2.8738034762191083,estimated,810450,27.1867
49.0,49.0006,95.77269474240217,2.873180842272065,estimated,820440,26.1513
50.0,50.0008,95.75191950641894,2.872557585192568,estimated,829320,28.0187
51.0,51.0014,95.73113596200301,2.8719340788600904,estimated,840120,27.7447
52.0,51.9981,95.71043342480597,2.8713130027441793,estimated,850050,27.184
53.0,53.0007,95.68960833822652,2.8706882501467956,estimated,859440,27.8387
54.0,53.9997,95.66885802754142,2.8700657408262424,estimated,869400,27.1587
55.0,55.0014,95.64805163493554,2.8694415490480663,estimated,878760,27.684
56.0,56.0006,95.62729717003408,2.8688189151010226,estimated,888720,27.2827
57.0,56.9983,95.6065738617553,2.8681972158526587,estimated,898050,27.0125
58.0,58.0012,95.5857425438513,2.867572276315539,estimated,908040,27.028
59.0,59.001,95.56497561630079,2.8669492684890234,estimated,917370,27.0433
60.0,60.0016,95.54419207188486,2.8663257621565457,estimated,927330,26.6847
61.0,60.9985,95.52348538047147,2.865704561414144,estimated,936630,26.4587
62.0,62.0003,95.50267691075743,2.8650803073227227,estimated,946590,26.1467
63.0,62.999,95.48193283139685,2.8644579849419056,estimated,955890,25.674
64.0,64.0,95.46114097854822,2.8638342293564465,estimated,965550,25.7687
65.0,65.0016,95.44033666305052,2.8632100998915155,estimated,974670,28.1107
66.0,66.0008,95.41958219814907,2.862587465944472,estimated,984000,27.0173
67.0,67.0002,95.39882357903126,2.8619647073709378,estimated,993900,27.366
68.0,68.0006,95.37804418883168,2.8613413256649505,estimated,1003200,27.6587
69.0,68.9988,95.357310495012,2.86071931485036,estimated,1013130,26.9927
70.0,69.9986,95.33654356746149,2.8600963070238445,estimated,1022430,27.402
71.0,70.9981,95.31578287123551,2.859473486137065,estimated,1032360,26.6107
72.0,72.0006,95.29495986176421,2.8588487958529263,estimated,1041660,27.5087
73.0,72.9993,95.27421578240364,2.8582264734721092,estimated,1051590,26.4693
74.0,74.0017,95.25339485004054,2.857601845501216,estimated,1060890,27.4993
75.0,75.0016,95.23262584538185,2.8569787753614553,estimated,1070820,26.738
76.0,76.0012,95.21186307204769,2.8563558921614307,estimated,1080090,27.5313
77.0,77.0011,95.191094067389,2.85573282202167,estimated,1090020,26.538
78.0,78.0004,95.17033752537937,2.855110125761381,estimated,1099290,27.5467
79.0,79.0021,95.1495311327735,2.854485933983205,estimated,1111530,27.4181
80.0,79.9995,95.12881405581922,2.8538644216745768,estimated,1120770,26.7747
81.0,80.9994,95.10804505116054,2.853241351534816,estimated,1130670,27.2027
82.0,82.0013,95.08723450433831,2.8526170351301494,estimated,1139940,26.7387
83.0,83.0016,95.06645719124691,2.8519937157374073,estimated,1149840,26.452
84.0,84.0001,95.04571726610268,2.8513715179830808,estimated,1159080,26.4273
85.0,85.002,95.02490671928047,2.850747201578414,estimated,1169010,26.154
86.0,85.9996,95.00418548810985,2.8501255646432955,estimated,1178250,25.986
87.0,87.0012,94.98338117261214,2.8495014351783645,estimated,1188180,25.864
88.0,87.9999,94.96263709325157,2.8488791127975475,estimated,1197060,26.7787
89.0,89.0004,94.94185562594383,2.848255668778315,estimated,1206570,25.986
90.0,90.0,94.92109285260966,2.84763278557829,estimated,1216110,27.3707
91.0,91.0006,94.90030930819374,2.847009279245812,estimated,1225440,27.2107
92.0,92.0018,94.87951330112875,2.8463853990338626,estimated,1235280,28.18
93.0,93.0014,94.85875052779458,2.8457625158338375,estimated,1244520,27.336
94.0,94.0012,94.83798360024409,2.8451395080073225,estimated,1254420,27.2847
