efc,soh,capacity_ah,type,temperature_c
50.0,92.52,2.7756,estimated,27.37
51.0,92.52,2.7756,estimated,26.654
52.0,92.52,2.7756,estimated,27.4253
53.0,92.52,2.7756,estimated,26.6367
54.0,92.52,2.7756,estimated,26.998
55.0,92.52,2.7756,estimated,27.026
56.0,92.52,2.7756,estimated,27.022
57.0,92.52,2.7756,estimated,26.868
58.0,92.52,2.7756,estimated,26.9313
59.0,92.52,2.7756,estimated,26.8607
60.0,92.52,2.7756,estimated,26.77
61.0,92.52,2.7756,estimated,26.908
62.0,92.52,2.7756,estimated,26.7307
63.0,92.52,2.7756,estimated,26.6967
64.0,92.52,2.7756,estimated,26.37
65.0,92.52,2.7756,estimated,26.7613
66.0,92.52,2.7756,estimated,26.3367
67.0,92.52,2.7756,estimated,26.514
68.0,92.52,2.7756,estimated,26.4433
69.0,92.52,2.7756,estimated,26.3633
70.0,92.52,2.7756,estimated,26.362
71.0,92.52,2.7756,estimated,26.514
72.0,92.52,2.7756,estimated,26.3407
73.0,92.52,2.7756,estimated,26.2853
74.0,92.52,2.7756,estimated,26.254
75.0,92.52,2.7756,estimated,26.058
76.0,92.52,2.7756,estimated,26.17
77.0,92.52,2.7756,estimated,26.0847
78.0,92.52,2.7756,estimated,25.9727
79.0,92.52,2.7756,estimated,25.852
80.0,92.52,2.7756,estimated,26.0407
81.0,92.52,2.7756,estimated,26.0967
82.0,92.52,2.7756,estimated,25.8327
83.0,92.52,2.7756,estimated,26.4847
84.0,92.52,2.7756,estimated,26.5733
85.0,92.52,2.7756,estimated,26.5887
86.0,92.52,2.7756,estimated,26.76
87.0,92.52,2.7756,estimated,26.414
88.0,92.52,2.7756,estimated,26.7093
89.0,92.52,2.7756,estimated,26.7207
90.0,92.52,2.7756,estimated,26.4867
91.0,92.52,2.7756,estimated,26.58
92.0,92.52,2.7756,estimated,26.6467
93.0,92.52,2.7756,estimated,26.646
94.0,92.52,2.7756,estimated,26.574
95.0,92.52,2.7756,estimated,26.6213
96.0,92.52,2.7756,estimated,26.906
97.0,92.52,2.7756,estimated,26.71
98.0,92.52,2.7756,estimated,26.978
99.0,92.52,2.7756,estimated,26.87
100.0,92.52,2.7756,estimated,26.6627
101.0,92.52,2.7756,estimated,26.8447
102.0,92.52,2.7756,estimated,26.7707
103.0,92.52,2.7756,estimated,26.5967
104.0,92.52,2.7756,estimated,27.016
105.0,92.52,2.7756,estimated,26.614
106.0,92.52,2.7756,estimated,27.1907
107.0,92.52,2.7756,estimated,26.5287
108.0,92.52,2.7756,estimated,27.2027
109.0,92.52,2.7756,estimated,26.4067
110.0,92.52,2.7756,estimated,27.094
111.0,92.52,2.7756,estimated,26.4627
112.0,92.52,2.7756,estimated,27.1713
113.0,92.52,2.7756,estimated,26.3527
114.0,92.52,2.7756,estimated,27.3107
115.0,92.52,2.7756,estimated,26.454
116.0,92.52,2.7756,estimated,27.1707
117.0,92.52,2.7756,estimated,26.49
118.0,92.52,2.7756,estimated,27.36
119.0,92.52,2.7756,estimated,26.5373
120.0,92.52,2.7756,estimated,27.2547
121.0,92.52,2.7756,estimated,26.5927
122.0,92.52,2.7756,estimated,27.346
123.0,92.52,2.7756,estimated,26.6047
124.0,92.52,2.7756,estimated,27.36
125.0,92.52,2.7756,estimated,26.7287
126.0,92.52,2.7756,estimated,27.3813
127.0,92.52,2.7756,estimated,26.862
128.0,92.52,2.7756,estimated,27.4587
129.0,92.52,2.7756,estimated,27.14
130.0,92.52,2.7756,estimated,27.2773
131.0,92.52,2.7756,estimated,27.0973
132.0,92.52,2.7756,estimated,27.3707
133.0,92.52,2.7756,estimated,27.3113
134.0,92.52,2.7756,estimated,27.078
135.0,92.52,2.7756,estimated,27.3687
136.0,92.52,2.7756,estimated,26.5847
137.0,92.52,2.7756,estimated,27.3767
138.0,92.52,2.7756,estimated,25.868
139.0,92.52,2.7756,estimated,25.8187
140.0,92.52,2.7756,estimated,25.7347
141.0,92.52,2.7756,estimated,25.6527
142.0,92.52,2.7756,estimated,26.1887
143.0,92.52,2.7756,estimated,27.366
144.0,92.51920208549137,2.775576062564741,estimated,25.1013
145.0,92.50522530630509,2.775156759189153,estimated,27.37
146.0,92.4912443349235,2.7747373300477047,estimated,26.5293
147.0,92.47727314533098,2.7743181943599295,estimated,27.1607
148.0,92.46331872451972,2.773899561735592,estimated,26.4193
149.0,92.44931818955999,2.7734795456867998,estimated,27.0613
150.0,92.4353651661472,2.7730609549844156,estimated,26.596
151.0,92.42138978435935,2.7726416935307805,estimated,26.908
152.0,92.40739344159493,2.772221803247848,estimated,26.62
153.0,92.39345718696339,2.7718037156089017,estimated,26.6747
154.0,92.37949577915995,2.7713848733747986,estimated,26.7353
155.0,92.36547847541895,2.7709643542625684,estimated,26.868
156.0,92.35149331184203,2.770544799355261,estimated,26.594
157.0,92.33756963379643,2.770127089013893,estimated,26.9027
158.0,92.32356630403983,2.769706989121195,estimated,26.8313
159.0,92.3096230624161,2.769288691872483,estimated,26.672
160.0,92.29562671965166,2.76886880158955,estimated,26.7847
161.0,92.28166950404355,2.7684500851213065,estimated,26.8538
162.0,92.26765359770098,2.7680296079310294,estimated,26.548
163.0,92.25367542111627,2.767610262633488,estimated,27.19
164.0,92.23972519250033,2.76719175577501,estimated,26.7167
165.0,92.22578474567348,2.7667735423702045,estimated,26.9767
166.0,92.21177303152622,2.766353190945787,estimated,26.536
167.0,92.19781441851967,2.76593443255559,estimated,27.072
168.0,92.18382506274745,2.7655147518824235,estimated,26.42
169.0,92.16986505234244,2.7650959515702733,estimated,26.9787
170.0,92.15589805494524,2.764676941648357,estimated,26.6047
171.0,92.14192826275115,2.7642578478825346,estimated,27.1627
172.0,92.12791654860392,2.7638374964581174,estimated,26.558
173.0,92.11399287055832,2.7634197861167498,estimated,27.1187
174.0,92.1000146939736,2.763000440819208,estimated,26.732
175.0,92.08603092779514,2.762580927833854,estimated,27.126
176.0,92.07205834080418,2.7621617502241254,estimated,26.9073
177.0,92.05806479283663,2.761741943785099,estimated,27.1673
178.0,92.04407403966599,2.7613222211899795,estimated,27.1933
179.0,92.03011402926097,2.7609034208778294,estimated,27.0893
180.0,92.01611768649656,2.7604835305948967,estimated,27.2933
181.0,92.0021702526775,2.760065107580325,estimated,25.86
182.0,91.98818788389748,2.7596456365169244,estimated,25.4953
183.0,91.97422647609402,2.759226794282821,estimated,25.66
184.0,91.96026227349371,2.758807868204811,estimated,26.0307
185.0,91.94624776454958,2.7583874329364875,estimated,26.1933
186.0,91.93228915154302,2.7579686745462904,estimated,26.3827
187.0,91.91835010211459,2.7575505030634377,estimated,26.452
188.0,91.90433000357672,2.7571299001073015,estimated,26.4293
189.0,91.8903839671561,2.756711519014683,estimated,26.4133
190.0,91.87641557236046,2.7562924671708138,estimated,26.634
191.0,91.86240944780697,2.755872283434209,estimated,26.3727
192.0,91.84844105301133,2.75545323159034,estimated,26.9453
193.0,91.8344698634188,2.7550340959025643,estimated,26.4387
194.0,91.82053081399039,2.7546159244197117,estimated,27.4353
195.0,91.80654145821818,2.754196243746545,estimated,26.6167
196.0,91.79253952586,2.7537761857758,estimated,27.6507
197.0,91.77861724521284,2.7533585173563853,estimated,26.85
198.0,91.76461391545622,2.7529384174636866,estimated,27.3087
199.0,91.75064691805903,2.752519407541771,estimated,27.1413
200.0,91.73667572846651,2.7521002718539953,estimated,27.4007
201.0,91.72270733367087,2.751681220010126,estimated,27.5433
202.0,91.70871658050021,2.7512614974150065,estimated,25.6827
203.0,91.69476076229051,2.7508428228687154,estimated,25.584
204.0,91.68077140651829,2.7504231421955487,estimated,25.876
205.0,91.66680720391797,2.750004216117539,estimated,26.3107
206.0,91.65283461692701,2.7495850385078104,estimated,26.3373
207.0,91.63886901692825,2.749166070507848,estimated,26.6513
208.0,91.62487267416384,2.748746180224915,estimated,26.632
209.0,91.61090707416508,2.7483272122249525,estimated,26.9813
210.0,91.5969191157913,2.747907573473739,estimated,26.8807
211.0,91.58293395221439,2.7474880185664317,estimated,27.352
212.0,91.56899210798909,2.7470697632396726,estimated,26.548
213.0,91.55502091839656,2.746650627551897,estimated,27.6353
214.0,91.5410119990462,2.746230359971386,estimated,26.6006
215.0,91.52704220685212,2.7458112662055636,estimated,27.7167
216.0,91.51309896522838,2.7453929689568515,estimated,26.8533
217.0,91.4991291730343,2.7449738751910293,estimated,27.494
218.0,91.48512584327769,2.7445537752983307,estimated,27.2587
219.0,91.47117281986489,2.7441351845959465,estimated,26.9473
220.0,91.45717228490514,2.7437151685471544,estimated,27.5707
221.0,91.44320668490639,2.7432962005471917,estimated,25.69
222.0,91.42923829011075,2.7428771487033226,estimated,25.798
223.0,91.4152405499479,2.742457216498437,estimated,26.056
224.0,91.40126237336318,2.7420378712008953,estimated,26.48
225.0,91.387317734341,2.74161953203023,estimated,26.434
226.0,91.3733507369438,2.741200522108314,estimated,26.7753
227.0,91.35935439417938,2.7407806318253813,estimated,26.404
228.0,91.34537482019624,2.740361244605887,estimated,27.2047
229.0,91.33143996296313,2.739943198888894,estimated,26.568
230.0,91.31745340198778,2.7395236020596334,estimated,27.3153
231.0,91.30345985402025,2.7391037956206072,estimated,26.7973
232.0,91.28947329304489,2.738684198791347,estimated,27.5387
233.0,91.27553005142116,2.738265901542635,estimated,26.9387
234.0,91.26155327223489,2.737846598167047,estimated,27.4067
235.0,91.24755413467359,2.7374266240402076,estimated,27.4513
236.0,91.2335983164639,2.737007949493917,estimated,25.8153
237.0,91.21962712687139,2.7365888138061414,estimated,25.536
238.0,91.20567689825546,2.7361703069476637,estimated,26.108
239.0,91.19170291386605,2.7357510874159816,estimated,26.2313
240.0,91.17768840492192,2.735330652147658,estimated,26.5327
241.0,91.16375773988415,2.7349127321965243,estimated,26.4067
242.0,91.14975021793222,2.7344925065379666,estimated,26.522
243.0,91.13576365695687,2.734072909708706,estimated,26.922
244.0,91.12182879972376,2.733654863991713,estimated,26.3533
245.0,91.10785481533438,2.733235644460031,estimated,27.2767
246.0,91.09385008817932,2.7328155026453795,estimated,26.73
247.0,91.07989426996963,2.732396828099089,estimated,27.2333
248.0,91.06591190118961,2.7319773570356882,estimated,27.2213
249.0,91.05193791680021,2.731558137504006,estimated,27.362
250.0,91.03793877923891,2.7311381633771674,estimated,27.4767
251.0,91.0239927428183,2.730719782284549,estimated,25.51
252.0,91.0100047844445,2.730300143533335,estimated,25.588
253.0,90.9960196208676,2.729880588626028,estimated,26.358
254.0,90.98209314802513,2.729462794440754,estimated,26.3987
255.0,90.9680856260732,2.729042568782196,estimated,26.7907
256.0,90.95410605209005,2.7286231815627016,estimated,26.7487
257.0,90.94016700266164,2.728205010079849,estimated,26.5773
258.0,90.9261916208738,2.727785748626214,estimated,27.1087
259.0,90.91219527810938,2.7273658583432816,estimated,26.5687
260.0,90.89821430672778,2.7269464292018335,estimated,27.4607
261.0,90.88426407811187,2.726527922343356,estimated,26.8553
262.0,90.87029009372246,2.7261087028116737,estimated,27.3567
263.0,90.85630353274712,2.7256891059824135,estimated,27.1653
264.0,90.84232954835771,2.7252698864507314,estimated,26.4213
265.0,90.82833041079643,2.7248499123238927,estimated,25.598
266.0,90.81439555356332,2.7244318666068996,estimated,26.0987
267.0,90.80042017177549,2.7240126051532645,estimated,26.3407
268.0,90.78642802120639,2.723592840636192,estimated,26.6113
269.0,90.77244844722324,2.723173453416697,estimated,26.6527
270.0,90.75846188624789,2.7227538565874365,estimated,26.6593
271.0,90.74448650446007,2.722334595133802,estimated,27.2007
272.0,90.73054326283632,2.7219162978850897,estimated,26.3247
273.0,90.71656927844693,2.7214970783534076,estimated,27.356
274.0,90.70257852527627,2.721077355758288,estimated,26.8247
275.0,90.68861152787906,2.720658345836372,estimated,27.4073
276.0,90.6746207747084,2.720238623241252,estimated,27.2987
277.0,90.66067334088935,2.7198202002266805,estimated,26.588
278.0,90.64669935649995,2.7194009806949984,estimated,25.582
279.0,90.63271279552461,2.718981383865738,estimated,26.0207
280.0,90.61874020853365,2.7185622062560095,estimated,26.4713
281.0,90.60479976170677,2.7181439928512034,estimated,26.458
282.0,90.59077267617671,2.7177231802853012,estimated,27.0053
283.0,90.57683502414675,2.717305050724402,estimated,26.622
284.0,90.56282750219479,2.716884825065844,estimated,27.3633
285.0,90.54888006837575,2.7164664020512723,estimated,26.6367
286.0,90.53490049439259,2.7160470148317777,estimated,27.5
287.0,90.52095306057353,2.715628591817206,estimated,27.036
288.0,90.50697767878569,2.715209330363571,estimated,27.7873
289.0,90.49299111781036,2.7147897335343107,estimated,25.6847
290.0,90.47898639065531,2.714369591719659,estimated,26.15
291.0,90.46502218805497,2.7139506656416494,estimated,26.5453
292.0,90.45108453602501,2.7135325360807503,estimated,26.5967
293.0,90.43711194903405,2.713113358471021,estimated,27.0453
294.0,90.4231184010665,2.712693552031995,estimated,24.0427
295.0,90.4091150713099,2.712273452139297,estimated,15.5213
296.0,90.39516763749084,2.711855029124725,estimated,14.45
297.0,90.38118946090613,2.711435683827184,estimated,14.5073
298.0,90.36721966871205,2.7110165900613614,estimated,12.9833
299.0,90.35324847911953,2.710597454373586,estimated,13.9453
300.0,90.33926331554262,2.7101778994662786,estimated,14.6653
301.0,90.32531588172357,2.709759476451707,estimated,14.2713
302.0,90.31132373115446,2.709339711934634,estimated,14.8627
303.0,90.29734555456976,2.7089203666370927,estimated,14.5747
304.0,90.2833687753835,2.7085010632615045,estimated,13.758
305.0,90.26939758579097,2.708081927573729,estimated,13.9367
306.0,90.25543198579221,2.7076629595737662,estimated,14.3813
307.0,90.24144961701218,2.7072434885103656,estimated,14.6013
308.0,90.22747144042746,2.706824143212824,estimated,14.504
309.0,90.21351143002246,2.706405342900674,estimated,15.0127
310.0,90.19954722742214,2.705986416822664,estimated,27.4527
311.0,90.18555228205616,2.705566568461685,estimated,26.5107
312.0,90.17156152888549,2.705146845866565,estimated,25.7253
313.0,90.1575987236836,2.704727961710508,estimated,25.902
314.0,90.14365548205987,2.704309664461796,estimated,26.5
315.0,90.12963119132668,2.7038889357398004,estimated,26.9173
316.0,90.11568236010919,2.7034704708032757,estimated,25.1773
317.0,90.10421690063308,2.7031265070189923,estimated,25.1273
318.0,90.09328221688634,2.7027984665065903,estimated,25.1747
319.0,90.0823157876367,2.702469473629101,estimated,27.42
320.0,90.07139314528763,2.702141794358629,estimated,27.782
321.0,90.0604212426754,2.701812637280262,estimated,27.4487
322.0,90.04948546425616,2.7014845639276848,estimated,26.9547
323.0,90.0385343604217,2.701156030812651,estimated,27.73
324.0,90.0275865406048,2.700827596218144,estimated,25.6607
325.0,90.01664309947796,2.7004992929843388,estimated,25.6293
326.0,90.0057051317137,2.700171153951411,estimated,26.3493
327.0,89.99477920534707,2.699843376160412,estimated,26.5593
328.0,89.98383576422023,2.699515072926607,estimated,26.5427
329.0,89.97285400955536,2.699185620286661,estimated,27.0173
330.0,89.96194121925893,2.698858236577768,estimated,26.69
331.0,89.95096274861162,2.6985288824583487,estimated,27.4913
332.0,89.94003025420993,2.6982009076262976,estimated,26.962
333.0,89.92907586635793,2.697872275990738,estimated,27.604
334.0,89.91814993999131,2.6975444981997394,estimated,26.9033
335.0,89.90718022672412,2.697215406801724,estimated,27.6947
336.0,89.89625539503002,2.6968876618509006,estimated,27.3427
337.0,89.88529224979791,2.6965587674939373,estimated,27.3553
338.0,89.87434333530851,2.696230300059255,estimated,27.654
339.0,89.86339332614656,2.695901799784397,estimated,25.868
340.0,89.85245535838229,2.6955736607514686,estimated,26.6673
341.0,89.84152176930807,2.695245653079242,estimated,26.9647
342.0,89.83057394949117,2.694917218484735,estimated,26.9113
343.0,89.81959219482633,2.6945877658447897,estimated,26.6553
344.0,89.80868159387491,2.694260447816247,estimated,27.7327
345.0,89.79769764986503,2.693930929495951,estimated,26.9573
346.0,89.78677391284343,2.693603217385303,estimated,27.6107
347.0,89.77580529424877,2.693274158827463,estimated,27.1773
348.0,89.76488593591723,2.692946578077517,estimated,27.628
349.0,89.75392169601261,2.6926176508803783,estimated,28.038
350.0,89.74300343235359,2.692290102970608,estimated,25.8507
351.0,89.73204247646652,2.6919612742939956,estimated,26.4993
352.0,89.72110450870224,2.691633135261067,estimated,26.6413
353.0,89.71012603805494,2.6913037811416483,estimated,27.018
354.0,89.69918259692808,2.6909754779078425,estimated,26.7613
355.0,89.68824681850886,2.6906474045552655,estimated,27.7153
356.0,89.67729243065685,2.6903187729197056,estimated,27.2227
357.0,89.66634680018498,2.6899904040055493,estimated,27.6633
358.0,89.65542415783591,2.689662724735077,estimated,27.42
359.0,89.64446429662134,2.68933392889864,estimated,25.436
360.0,89.63353399156468,2.68900601974694,estimated,25.8647
361.0,89.62256208895245,2.6886768626685735,estimated,26.7027
362.0,89.61161317446303,2.688348395233891,estimated,27.0047
363.0,89.60070147883911,2.6880210443651733,estimated,26.9093
364.0,89.58974709098712,2.6876924127296133,estimated,27.5707
365.0,89.57880364986028,2.687364109495808,estimated,26.7773
366.0,89.56785254602582,2.6870355763807745,estimated,27.5507
367.0,89.55691348358904,2.686707404507671,estimated,27.556
368.0,89.54594486499435,2.6863783459498305,estimated,26.4973
369.0,89.53501565461019,2.686050469638306,estimated,25.6513
370.0,89.52406564544826,2.6857219693634478,estimated,26.6887
371.0,89.5131145416138,2.685393436248414,estimated,26.7667
372.0,89.5021656271244,2.685064968813732,estimated,26.6247
373.0,89.49119919787475,2.6847359759362424,estimated,27.5613
374.0,89.48028750225082,2.6844086250675248,estimated,26.862
375.0,89.46932654636375,2.6840797963909124,estimated,27.5007
376.0,89.45836449580415,2.6837509348741246,estimated,27.418
377.0,89.44741996000478,2.6834225988001434,estimated,26.7947
378.0,89.4364568147727,2.6830937044431806,estimated,25.9673
379.0,89.42554621382128,2.682766386414638,estimated,26.8227
380.0,89.41459182596928,2.6824377547790785,estimated,26.5413
381.0,89.40363524877225,2.6821090574631676,estimated,26.7633
382.0,89.39268852362787,2.681780655708836,estimated,27.478
383.0,89.38173413577589,2.6814520240732764,estimated,26.72
384.0,89.37081368277184,2.681124410483155,estimated,27.4793
385.0,89.35986586295493,2.680795975888648,estimated,27.2967
386.0,89.34889943370527,2.6804669830111583,estimated,26.0793
387.0,89.33794066716322,2.680138220014897,estimated,25.9253
388.0,89.32699284734632,2.6798097854203897,estimated,26.904
389.0,89.31607239434229,2.6794821718302684,estimated,26.7853
390.0,89.30512566919789,2.6791537700759367,estimated,26.6727
391.0,89.29415376658567,2.67882461299757,estimated,27.6227
392.0,89.28320156807872,2.6784960470423615,estimated,27.0127
393.0,89.27227454703957,2.6781682364111874,estimated,27.61
394.0,89.2613354846028,2.677840064538084,estimated,27.4307
395.0,89.25038547544086,2.677511564263226,estimated,25.7293
396.0,89.23941576217368,2.6771824728652103,estimated,26.2693
397.0,89.22850406654975,2.6768551219964922,estimated,26.8573
398.0,89.21754201599015,2.6765262604797044,estimated,27.1113
399.0,89.20661718429605,2.6761985155288817,estimated,26.7347
400.0,89.19564966037389,2.6758694898112165,estimated,27.4393
401.0,89.18469198850435,2.6755407596551306,estimated,26.8727
402.0,89.17374307401494,2.675212292220448,estimated,27.2793
403.0,89.16280291690562,2.6748840875071687,estimated,27.244
404.0,89.15188246390159,2.6745564739170478,estimated,26.128
405.0,89.14091056128936,2.6742273168386808,estimated,26.3947
406.0,89.12997478287012,2.6738992434861037,estimated,26.4893
407.0,89.11901163763801,2.6735703491291405,estimated,27.1067
408.0,89.10806491249362,2.673241947374809,estimated,26.5013
409.0,89.09714774350714,2.672914432305214,estimated,27.386
410.0,89.08618788229256,2.672585636468777,estimated,27.1
411.0,89.0752356837856,2.672257070513568,estimated,25.434
412.0,89.06426815986343,2.671928044795903,estimated,25.9687
413.0,89.05333238144419,2.671599971443326,estimated,26.4107
414.0,89.04240973909512,2.6712722921728536,estimated,26.7353
415.0,89.03146958198582,2.6709440874595742,estimated,26.43
416.0,89.02050534208121,2.670615160262436,estimated,27.348
417.0,89.00955533291926,2.670286659987578,estimated,26.8467
418.0,88.99859656637722,2.6699578969913165,estimated,27.072
419.0,88.9876399891802,2.6696291996754056,estimated,25.394
420.0,88.97670530543347,2.669301159163004,estimated,26.3647
421.0,88.96578704177446,2.6689736112532336,estimated,26.5607
422.0,88.95482827523239,2.668644848256972,estimated,26.5867
423.0,88.94386294065526,2.668315888219658,estimated,27.27
424.0,88.93291731018338,2.667987519305502,estimated,26.6053
425.0,88.92198809979922,2.6676596429939767,estimated,27.302
426.0,88.91105013203496,2.667331503961049,estimated,27.312
427.0,88.90010778558062,2.6670032335674185,estimated,25.748
428.0,88.8891424510035,2.6666742735301048,estimated,26.444
429.0,88.87820667258424,2.6663462001775273,estimated,26.5533
430.0,88.86724462202466,2.6660173386607395,estimated,27.1933
431.0,88.85630774893288,2.6656892324679866,estimated,26.3767
432.0,88.84533694099318,2.6653601082297955,estimated,27.4633
433.0,88.83442305602424,2.665032691680727,estimated,27.056
434.0,88.82345881611961,2.6647037644835883,estimated,25.334
435.0,88.81249457621499,2.6643748372864495,estimated,26.0513
436.0,88.80155879779574,2.664046763933872,estimated,26.4913
437.0,88.79063725011919,2.6637191175035757,estimated,26.9907
438.0,88.7796905249748,2.663390715749244,estimated,26.3507
439.0,88.76873066376024,2.663061919912807,estimated,27.2933
440.0,88.75778393861586,2.6627335181584755,estimated,26.97
441.0,88.7468328347814,2.662404985043442,estimated,26.2413
442.0,88.73587735225689,2.662076320567707,estimated,25.6493
443.0,88.72492734309496,2.661747820292849,estimated,26.5553
444.0,88.71400470074589,2.6614201410223766,estimated,26.8713
445.0,88.70306454363659,2.6610919363090977,estimated,26.5493
446.0,88.6920959250419,2.660762877751257,estimated,27.2553
447.0,88.68114701055248,2.6604344103165745,estimated,26.8447
448.0,88.6702002854081,2.6601060085622428,estimated,26.9413
449.0,88.65928092707657,2.659778427812297,estimated,25.466
450.0,88.64829150970411,2.6594487452911233,estimated,26.3873
451.0,88.63737543539013,2.659121263061704,estimated,26.6887
452.0,88.62642104753814,2.6587926314261443,estimated,26.42
453.0,88.61546009165107,2.658463802749532,estimated,27.4093
454.0,88.60454511200957,2.6581363533602875,estimated,26.8087
455.0,88.59359181883012,2.6578077545649035,estimated,27.1167
456.0,88.58265385106584,2.657479615531975,estimated,25.4493
457.0,88.57167100172848,2.6571501300518543,estimated,26.2953
458.0,88.56074945405192,2.6568224836215575,estimated,26.8793
459.0,88.54979944488997,2.6564939833466994,estimated,26.5067
460.0,88.5388384890029,2.656165154670087,estimated,27.222
461.0,88.52788081713338,2.655836424514001,estimated,26.98
462.0,88.51696036412933,2.65550881092388,estimated,27.2347
463.0,88.50602020702003,2.655180606210601,estimated,25.434
464.0,88.49507129253061,2.6548521387759183,estimated,26.2927
465.0,88.48410595795347,2.654523178738604,estimated,26.7813
466.0,88.47315485411902,2.6541946456235705,estimated,26.2993
467.0,88.46220703430212,2.653866211029064,estimated,27.2593
468.0,88.45127563457292,2.653538269037188,estimated,26.8187
469.0,88.44033000410106,2.6532099001230316,estimated,27.1473
470.0,88.42937671092159,2.6528813013276475,estimated,25.5447
471.0,88.41842779643217,2.652552833892965,estimated,26.2207
472.0,88.40746902989012,2.6522240708967035,estimated,26.872
473.0,88.39653106212583,2.651895931863775,estimated,26.53
474.0,88.38561279846682,2.6515683839540047,estimated,27.5047
475.0,88.37463104380198,2.6512389313140594,estimated,26.9833
476.0,88.36370621210787,2.650911186363236,estimated,26.7493
477.0,88.35273212015062,2.6505819636045187,estimated,25.5647
478.0,88.34182808723429,2.650254842617029,estimated,26.4347
479.0,88.33086494200218,2.6499259482600657,estimated,26.8693
480.0,88.3199182168578,2.649597546505734,estimated,26.3367
481.0,88.30896273433329,2.649268882029999,estimated,27.2727
482.0,88.29803571329417,2.648941071398825,estimated,27.0487
483.0,88.28706600002697,2.648611980000809,estimated,25.8327
484.0,88.27612803226269,2.648283840967881,estimated,25.4967
485.0,88.26701093336729,2.6480103280010185,estimated,25.918
486.0,88.25851939859407,2.6477555819578225,estimated,27.486
487.0,88.25004144212953,2.647501243263886,estimated,27.6827
488.0,88.24153972362484,2.6472461917087453,estimated,25.694
489.0,88.23306516173747,2.646991954852124,estimated,26.024
490.0,88.22459229713866,2.64673776891416,estimated,26.6747
491.0,88.21610840016407,2.646483252004922,estimated,27.0653
492.0,88.20758970877357,2.6462276912632072,estimated,26.9213
493.0,88.19913381706058,2.6459740145118174,estimated,27.5453
494.0,88.190649920086,2.64571949760258,estimated,27.044
495.0,88.18214395835984,2.6454643187507956,estimated,27.6267
496.0,88.17365327223095,2.6452095981669284,estimated,27.532
497.0,88.1651651320349,2.6449549539610473,estimated,27.2273
498.0,88.1567032998119,2.6447010989943567,estimated,25.81
499.0,88.14821600826014,2.644446480247804,estimated,26.72
500.0,88.13973041399697,2.644191912419909,estimated,26.874
501.0,88.13123633329091,2.6439370899987273,estimated,27.1327
502.0,88.12274055529625,2.6436822166588874,estimated,27.596
503.0,88.11424562594588,2.6434273687783767,estimated,27.112
504.0,88.10578379372286,2.643173513811686,estimated,27.7007
505.0,88.0972803779296,2.6429184113378876,estimated,27.5487
506.0,88.08878120535778,2.6426634361607335,estimated,26.0307
507.0,88.0803057948261,2.6424091738447832,estimated,27.0767
508.0,88.07182783836156,2.642154835150847,estimated,27.01
509.0,88.06334903325272,2.6419004709975815,estimated,27.472
510.0,88.05484476881516,2.6416453430644546,estimated,26.7613
511.0,88.046359174552,2.6413907752365597,estimated,27.7007
512.0,88.03788715859748,2.6411366147579245,estimated,27.6093
513.0,88.02938713738136,2.640881614121441,estimated,26.3987
514.0,88.02091851600402,2.6406275554801204,estimated,26.2567
