section,representative_value
1350,2.23275
1355,2.232375
1360,2.22975
1365,2.229375
1370,2.228625
1375,2.228
1380,2.227375
1385,2.22725
1390,2.226875
1395,2.226875
1400,2.267125
1405,2.255375
1410,2.25
1415,2.24575
1420,2.242875
1425,2.241375
1430,2.240375
1435,2.238375
1440,2.237125
1445,2.2365
1450,2.23525
1455,2.23375
1460,2.232125
1465,2.23175
1470,2.2305
1475,2.2315
1480,2.228375
1485,2.22775
1490,2.228
1495,2.225625
1500,2.225375
1505,2.22375
1510,2.224
1515,2.222
1520,2.2205
1525,2.220375
1530,2.21925
1535,2.218875
1540,2.21925
1545,2.216625
1550,2.214625
1555,2.214375
1560,2.213375
1565,2.213375
1570,2.24825
1575,2.236625
1580,2.232
1585,2.226625
1590,2.225125
1595,2.22225
1600,2.219875
1605,2.2175
1610,2.216625
1615,2.213875
1620,2.213125
1625,2.211625
1630,2.20975
1635,2.2085
1640,2.20775
1645,2.206125
1650,2.205375
1655,2.20475
1660,2.203625
1665,2.201875
1670,2.20125
1675,2.199625
1680,2.19775
1685,2.196125
1690,2.195625
1695,2.1945
1700,2.19175
1705,2.189375
1710,2.188625
1715,2.186625
1720,2.185125
1725,2.184
1730,2.184
1735,2.1964375
1740,2.208875
1745,2.199125
1750,2.193375
1755,2.190375
1760,2.1875
1765,2.183625
1770,2.1795
1775,2.178
1780,2.176125
1785,2.17425
1790,2.1725
1795,2.171125
1800,2.169625
1805,2.168375
1810,2.166125
1815,2.165375
1820,2.163875
1825,2.163875
1830,2.162
1835,2.15975
1840,2.15825
1845,2.15825
1850,2.1558749999999995
1855,2.1545
1860,2.153625
1865,2.152375
1870,2.1515
1875,2.15
1880,2.149875
1885,2.148
1890,2.147625
1895,2.147625
1900,2.1795
1905,2.169875
1910,2.163375
1915,2.159375
1920,2.156125
1925,2.154
1930,2.152875
1935,2.150125
1940,2.14875
1945,2.147875
1950,2.146125
1955,2.144
1960,2.1435
1965,2.142375
1970,2.141125
1975,2.140625
1980,2.139875
1985,2.139125
1990,2.138375
1995,2.1375
2000,2.137125
2005,2.13625
2010,2.135875
2015,2.135125
2020,2.13375
2025,2.1325
2030,2.130875
2035,2.13075
2040,2.1295
2045,2.128
2050,2.1275
2055,2.1265
2060,2.1265
2065,2.166875
2070,2.1525
2075,2.14425
2080,2.140375
2085,2.1375
2090,2.134625
2095,2.1325
2100,2.130875
2105,2.129
2110,2.127375
2115,2.123625
2120,2.1235
2125,2.122375
2130,2.12075
2135,2.119375
2140,2.11825
2145,2.115875
2150,2.115625
2155,2.11375
2160,2.1125
2165,2.112
2170,2.10975
2175,2.108875
2180,2.107625
2185,2.106125
2190,2.1045
2195,2.104125
2200,2.101875
2205,2.1005
2210,2.1
2215,2.098875
2220,2.09725
2225,2.096
2230,2.096
2235,2.1073125
2240,2.118625
2245,2.111875
2250,2.107
2255,2.10275
2260,2.101125
2265,2.099625
2270,2.096625
2275,2.094375
2280,2.093875
2285,2.092375
2290,2.089375
2295,2.088125
2300,2.086625
2305,2.08575
2310,2.083625
2315,2.081875
2320,2.08125
2325,2.080125
2330,2.07825
2335,2.077875
2340,2.076875
2345,2.074875
2350,2.073125
2355,2.071875
2360,2.070375
2365,2.06875
2370,2.0685
2375,2.066125
2380,2.0655
2385,2.062125
2390,2.0635
2395,2.0635
2400,2.075375
2405,2.08725
2410,2.07725
2415,2.072125
2420,2.07
2425,2.065
2430,2.06175
2435,2.062
2440,2.05975
2445,2.057
2450,2.054
2455,2.052375
2460,2.052375
2465,2.049875
2470,2.046875
2475,2.045375
2480,2.0424999999999995
2485,2.03975
2490,2.038
2495,2.036625
2500,2.034375
2505,2.03175
2510,2.029875
2515,2.027375
2520,2.026125
2525,2.02375
2530,2.02175
2535,2.02025
2540,2.016625
2545,2.013625
2550,2.011875
2555,2.010375
2560,2.010375
2565,2.0224374999999997
2570,2.0345
2575,2.023625
2580,2.015625
2585,2.010375
2590,2.0065
2595,2.002875
2600,1.999375
2605,1.99575
2610,1.99375
2615,1.99
2620,1.9865
2625,1.982875
2630,1.980625
2635,1.975375
2640,1.97325
2645,1.968125
2650,1.966375
2655,1.9625
2660,1.9605
2665,1.956
2670,1.953
2675,1.95
2680,1.947125
2685,1.9445
2690,1.9415
2695,1.93925
2700,1.93925
2705,1.934125
2710,1.93075
2715,1.93075
2720,1.9393125
2725,1.947875
2730,1.93675
2735,1.928125
2740,1.92175
2745,1.917875
2750,1.915
2755,1.91025
2760,1.90875
2765,1.908
2770,1.903125
2775,1.90125
2780,1.8985
2785,1.895
2790,1.892375
2795,1.890125
2800,1.8865
2805,1.88375
2810,1.88225
2815,1.87975
2820,1.877625
2825,1.875875
2830,1.873375
2835,1.869
2840,1.86775
2845,1.86575
2850,1.864
2855,1.861625
2860,1.860375
2865,1.857625
2870,1.85525
2875,1.85525
2880,1.877125
2885,1.861375
2890,1.852
2895,1.84525
2900,1.841375
2905,1.83625
2910,1.834625
2915,1.82775
2920,1.824125
2925,1.822375
2930,1.824375
2935,1.81575
2940,1.811625
2945,1.80825
2950,1.802625
2955,1.8003749999999998
2960,1.7952499999999998
2965,1.791125
2970,1.785
2975,1.77975
2980,1.7777499999999995
2985,1.775875
2990,1.7715
2995,1.76925
3000,1.7643749999999998
